cotacaoVenda;dataHoraCotacao
3,3256;2018-03-27 13:04:04.87
3,338;2018-03-28 13:07:49.314
3,3238;2018-03-29 13:08:53.155
3,3104;2018-04-02 13:05:44.664
3,3139;2018-04-03 13:06:18.961
3,3538;2018-04-04 13:11:00.623
3,3196;2018-04-05 13:04:54.276
3,3666;2018-04-06 13:03:40.998
3,3903;2018-04-09 13:07:34.706
3,4195;2018-04-10 13:06:41.132
3,4052;2018-04-11 13:09:34.926
3,3858;2018-04-12 13:08:38.272
3,4105;2018-04-13 13:10:52.009
3,4263;2018-04-16 13:11:36.418
3,4041;2018-04-17 13:08:50.53
3,3844;2018-04-18 13:08:17.142
3,3977;2018-04-19 13:10:38.112
3,4101;2018-04-20 13:11:24.499
3,4421;2018-04-23 13:08:37.681
3,4667;2018-04-24 13:02:44.008
3,504;2018-04-25 13:10:43.392
3,4977;2018-04-26 13:05:59.455
3,4676;2018-04-27 13:04:44.825
3,4811;2018-04-30 13:17:27.325
3,5424;2018-05-02 13:08:57.731
3,5484;2018-05-03 13:07:47.221
3,5308;2018-05-04 13:05:37.947
3,5458;2018-05-07 13:05:39.629
3,5788;2018-05-08 13:06:03.36
3,5943;2018-05-09 13:07:43.791
3,5566;2018-05-10 13:04:45.487
3,5716;2018-05-11 13:03:05.347
3,6097;2018-05-14 13:07:48.251
3,6753;2018-05-15 13:10:41.111
3,6803;2018-05-16 13:07:02.298
3,6874;2018-05-17 13:09:31.425
3,7503;2018-05-18 13:12:15.643
3,7072;2018-05-21 13:09:07.719
3,6502;2018-05-22 13:06:52.938
3,6507;2018-05-23 13:04:41.926
3,6436;2018-05-24 13:09:05.218
3,6587;2018-05-25 13:03:28.127
3,7092;2018-05-28 13:05:32.428
3,7289;2018-05-29 13:11:25.051
3,737;2018-05-30 13:07:14.135
3,7413;2018-06-01 13:11:09.438
3,7424;2018-06-04 13:06:45.241
3,7752;2018-06-05 13:05:48.233
3,8193;2018-06-06 13:11:04.605
3,9;2018-06-07 13:06:42.832
3,7859;2018-06-08 13:03:33.751
3,6913;2018-06-11 13:10:07.939
3,7044;2018-06-12 13:05:43.258
3,7054;2018-06-13 13:09:50.387
3,7057;2018-06-14 13:07:40.823
3,7738;2018-06-15 13:10:44.243
3,7543;2018-06-18 13:16:56.041
3,7566;2018-06-19 13:08:33.87
3,7335;2018-06-20 13:02:39.858
3,7894;2018-06-21 13:12:39.986
3,7663;2018-06-22 13:05:00.161
3,776;2018-06-25 13:11:51.714
3,7721;2018-06-26 13:08:44.171
3,8358;2018-06-27 13:11:08.676
3,8521;2018-06-28 13:09:41.491
3,8558;2018-06-29 13:06:05.757
3,9055;2018-07-02 13:07:52.332
3,892;2018-07-03 13:05:39.222
3,9058;2018-07-04 13:06:42.67
3,9192;2018-07-05 13:06:52.401
3,9264;2018-07-06 13:09:44.887
3,8692;2018-07-09 13:09:10.952
3,8452;2018-07-10 13:04:31.064
3,8417;2018-07-11 13:11:53.869
3,8564;2018-07-12 13:10:41.474
3,8745;2018-07-13 13:05:33.15
3,8579;2018-07-16 13:03:24.854
3,8671;2018-07-17 13:06:37.54
3,8474;2018-07-18 13:11:44.921
3,8847;2018-07-19 13:02:59.77
3,7793;2018-07-20 13:09:32.135
3,7915;2018-07-23 13:02:38.842
3,7459;2018-07-24 13:09:40.168
3,712;2018-07-25 13:02:39.967
3,7243;2018-07-26 13:09:45.897
3,7164;2018-07-27 13:04:40.24
3,7155;2018-07-30 13:04:31.425
3,7549;2018-07-31 13:02:50.812
3,7491;2018-08-01 13:06:46.973
3,7645;2018-08-02 13:03:31.391
3,7201;2018-08-03 13:03:16.446
3,7214;2018-08-06 13:08:35.35
3,7118;2018-08-07 13:09:41.503
3,7519;2018-08-08 13:07:39.715
3,803;2018-08-09 13:06:55.349
3,8472;2018-08-10 13:10:35.458
3,8988;2018-08-13 13:07:54.063
3,8812;2018-08-14 13:05:41.66
3,9134;2018-08-15 13:09:36.449
3,881;2018-08-16 13:08:05.268
3,9389;2018-08-17 13:10:45.204
3,943;2018-08-20 13:02:32.461
3,9873;2018-08-21 13:10:49.318
4,74;2018-08-22 13:08:55.232
4,727;2018-08-23 13:03:04.364
4,854;2018-08-24 13:05:29.537
4,687;2018-08-27 13:11:29.584
4,1192;2018-08-28 13:09:34.1
4,1353;2018-08-29 13:11:37.447
4,1812;2018-08-30 13:05:45.618
4,1353;2018-08-31 13:06:41.825
4,1279;2018-09-03 13:06:59.164
4,1652;2018-09-04 13:06:48.156
4,1609;2018-09-05 13:11:36.532
4,146;2018-09-06 13:06:29.827
4,1007;2018-09-10 13:05:36.914
4,1641;2018-09-11 13:06:44.643
4,1259;2018-09-12 13:07:02.929
4,1637;2018-09-13 13:11:59.661
4,1879;2018-09-14 13:04:41.353
4,1695;2018-09-17 13:05:53.383
4,1369;2018-09-18 13:07:41.609
4,1351;2018-09-19 13:04:39.576
4,997;2018-09-20 13:08:02.922
4,728;2018-09-21 13:11:48.093
4,594;2018-09-24 13:08:22.123
4,1286;2018-09-25 13:08:42.299
4,57;2018-09-26 13:11:54.282
4,92;2018-09-27 13:04:58.956
4,39;2018-09-28 13:07:34.405
4,273;2018-10-01 13:07:35.553
3,9505;2018-10-02 13:07:29.213
3,8542;2018-10-03 13:08:47.363
3,9047;2018-10-04 13:11:46.908
3,8699;2018-10-05 13:07:46.523
3,7588;2018-10-08 13:06:51.493
3,7391;2018-10-09 13:09:38.942
3,751;2018-10-10 13:10:39.324
3,746;2018-10-11 13:11:47.128
3,7332;2018-10-15 13:06:02.256
3,7079;2018-10-16 13:03:44.349
3,7008;2018-10-17 13:04:38.631
3,6963;2018-10-18 13:10:50.726
3,7079;2018-10-19 13:03:52.099
3,6903;2018-10-22 13:04:36.909
3,708;2018-10-23 13:04:41.439
3,706;2018-10-24 13:02:32.642
3,7014;2018-10-25 13:04:49.424
3,6753;2018-10-26 13:06:35.358
3,6368;2018-10-29 13:05:31.48
3,7019;2018-10-30 13:11:49.725
3,7177;2018-10-31 13:05:55.406
3,6973;2018-11-01 13:12:13.654
3,7048;2018-11-05 13:12:48.801
3,7492;2018-11-06 13:13:20.28
3,7592;2018-11-07 13:11:33.562
3,7391;2018-11-08 13:10:58.479
3,7506;2018-11-09 13:02:40.624
3,7478;2018-11-12 13:02:35.562
3,7792;2018-11-13 13:05:09.663
3,7924;2018-11-14 13:02:50.623
3,7525;2018-11-16 13:11:36.848
3,7553;2018-11-19 13:06:48.431
3,7591;2018-11-20 13:08:52.909
3,7872;2018-11-21 13:02:51.548
3,8103;2018-11-22 13:03:42.264
3,8081;2018-11-23 13:03:14.597
3,8655;2018-11-26 13:11:48.575
3,8925;2018-11-27 13:09:42.909
3,8631;2018-11-28 13:03:49.897
3,8568;2018-11-29 13:07:17.073
3,8633;2018-11-30 13:09:33.031
3,8285;2018-12-03 13:12:23.744
3,8313;2018-12-04 13:07:53.025
3,8561;2018-12-05 13:12:37.559
3,9178;2018-12-06 13:09:35.517
3,8964;2018-12-07 13:10:35.035
3,911;2018-12-10 13:09:51.141
3,9013;2018-12-11 13:09:47.641
3,8629;2018-12-12 13:04:48.141
3,879;2018-12-13 13:05:17.189
3,909;2018-12-14 13:06:56.641
3,9121;2018-12-17 13:08:43.268
3,8997;2018-12-18 13:11:50.052
3,8907;2018-12-19 13:04:57.292
3,8443;2018-12-20 13:03:35.898
3,8671;2018-12-21 13:07:13.892
3,8855;2018-12-24 11:05:11.875
3,9258;2018-12-26 13:05:34.012
3,933;2018-12-27 13:07:19.149
3,8748;2018-12-28 13:03:50.793
3,8748;2018-12-31 11:04:06.627
3,8595;2019-01-02 13:04:46.568
3,7683;2019-01-03 13:04:50.817
3,7627;2019-01-04 13:06:29.332
3,7062;2019-01-07 13:09:39.652
3,7208;2019-01-08 13:09:06.45
3,6931;2019-01-09 13:22:28.243
3,6869;2019-01-10 13:03:05.634
3,7141;2019-01-11 13:09:51.933
3,726;2019-01-14 13:07:34.594
3,7049;2019-01-15 13:13:35.572
3,7197;2019-01-16 13:07:34.226
3,7591;2019-01-17 13:11:05.484
3,7486;2019-01-18 13:10:12.53
3,7705;2019-01-21 13:05:38.72
3,7615;2019-01-22 13:11:32.497
3,7994;2019-01-23 13:07:25.966
3,7815;2019-01-24 13:08:47.398
3,7626;2019-01-25 13:05:43.204
3,7676;2019-01-28 13:08:36.868
3,737;2019-01-29 13:19:36.769
3,7151;2019-01-30 13:08:47.599
3,6519;2019-01-31 13:02:55.88
3,6694;2019-02-01 13:09:03.898
3,6756;2019-02-04 13:11:36.952
3,6741;2019-02-05 13:10:43.043
3,7019;2019-02-06 13:11:47.946
3,7193;2019-02-07 13:12:02.413
3,7184;2019-02-08 13:03:36.561
3,7391;2019-02-11 13:10:41.426
3,7296;2019-02-12 13:09:34.609
3,7277;2019-02-13 13:06:42.606
3,7756;2019-02-14 13:07:55.499
3,7155;2019-02-15 13:03:29.581
3,7316;2019-02-18 13:10:48.574
3,7206;2019-02-19 13:09:51.281
3,71;2019-02-20 13:10:38.213
3,7595;2019-02-21 13:11:30.917
3,743;2019-02-22 13:04:45.851
3,7285;2019-02-25 13:04:32.81
3,7595;2019-02-26 13:02:36.426
3,7351;2019-02-27 13:10:37.626
3,7385;2019-02-28 13:07:41.798
3,7832;2019-03-01 13:25:14.449
3,8303;2019-03-06 15:41:49.299
3,8487;2019-03-07 13:10:11.6
3,8678;2019-03-08 13:02:35.458
3,8461;2019-03-11 13:05:37.826
3,8129;2019-03-12 13:02:32.417
3,8265;2019-03-13 13:07:32.528
3,8327;2019-03-14 13:04:49.965
3,8344;2019-03-15 13:08:41.666
3,8111;2019-03-18 13:10:41.916
3,7762;2019-03-19 13:06:32.31
3,7897;2019-03-20 13:08:41.147
3,7967;2019-03-21 13:04:01.75
3,8815;2019-03-22 13:03:37.9
3,877;2019-03-25 13:05:19.849
3,8646;2019-03-26 13:10:30.521
3,9389;2019-03-27 13:04:31.363
3,9682;2019-03-28 13:05:48.911
3,8967;2019-03-29 13:05:04.372
3,8682;2019-04-01 13:11:37.13
3,8661;2019-04-02 13:06:40.208
3,8436;2019-04-03 13:08:42.683
3,8713;2019-04-04 13:04:33.916
3,8622;2019-04-05 13:10:41.534
3,8658;2019-04-08 13:02:58.414
3,8563;2019-04-09 13:02:35.147
3,8345;2019-04-10 13:04:52.338
3,8399;2019-04-11 13:07:38.923
3,8685;2019-04-12 13:09:35.193
3,873;2019-04-15 13:04:48.792
3,8913;2019-04-16 13:11:50.933
3,9225;2019-04-17 13:06:34.829
3,937;2019-04-18 13:09:54.238
3,923;2019-04-22 13:09:34.804
3,9436;2019-04-23 13:08:45.722
3,963;2019-04-24 13:03:31.357
3,9725;2019-04-25 13:10:33.168
3,9353;2019-04-26 13:11:30.05
3,9364;2019-04-29 13:10:45.166
3,9453;2019-04-30 13:07:21.358
3,965;2019-05-02 13:10:38.779
3,9388;2019-05-03 13:06:41.703
3,9624;2019-05-06 13:02:47.408
3,988;2019-05-07 13:04:57.805
3,9344;2019-05-08 13:02:48.453
3,9673;2019-05-09 13:04:00.938
3,9578;2019-05-10 13:08:45.718
3,989;2019-05-13 13:05:59.645
3,9788;2019-05-14 13:07:54.868
4,31;2019-05-15 13:07:16.383
4,138;2019-05-16 13:05:48.101
4,844;2019-05-17 13:05:10.265
4,1056;2019-05-20 13:11:37.033
4,81;2019-05-21 13:02:43.126
4,228;2019-05-22 13:10:44.437
4,513;2019-05-23 13:09:33.448
4,322;2019-05-24 13:07:38.702
4,21;2019-05-27 13:04:34.755
4,275;2019-05-28 13:03:31.23
3,9965;2019-05-29 13:11:02.403
3,972;2019-05-30 13:07:34.494
3,9407;2019-05-31 13:10:42.115
3,9003;2019-06-03 13:08:39.876
3,871;2019-06-04 13:24:17.027
3,8611;2019-06-05 13:09:37.223
3,8726;2019-06-06 13:03:30.338
3,8571;2019-06-07 13:10:39.673
3,879;2019-06-10 13:08:36.147
3,8664;2019-06-11 13:04:06.604
3,8437;2019-06-12 13:10:41.911
3,8429;2019-06-13 13:04:31.756
3,8813;2019-06-14 13:06:45.43
3,8895;2019-06-17 13:03:37.449
3,8608;2019-06-18 13:02:36.281
3,8723;2019-06-19 13:09:35.962
3,8255;2019-06-21 13:10:36.087
3,8234;2019-06-24 13:10:35.774
3,8303;2019-06-25 13:05:36.866
3,8441;2019-06-26 13:09:31.528
3,8642;2019-06-27 13:09:30.652
3,8322;2019-06-28 13:06:29.684
3,8193;2019-07-01 13:04:34.81
3,8564;2019-07-02 13:02:31.855
3,8475;2019-07-03 13:07:11.013
3,794;2019-07-04 13:06:38.134
3,8204;2019-07-05 13:04:34.465
3,8065;2019-07-08 13:03:35.309
3,7858;2019-07-09 13:03:34.964
3,7697;2019-07-10 13:03:47.446
3,7533;2019-07-11 13:09:09.885
3,7452;2019-07-12 13:02:53.23
3,7463;2019-07-15 13:10:36.121
3,7624;2019-07-16 13:10:30.809
3,7618;2019-07-17 13:09:33.254
3,7489;2019-07-18 13:04:44.397
3,7408;2019-07-19 13:09:34.798
3,74;2019-07-22 13:10:59.268
3,7621;2019-07-23 13:04:46.092
3,7596;2019-07-24 13:07:35.66
3,7849;2019-07-25 13:05:19.674
3,7741;2019-07-26 13:05:14.071
3,7909;2019-07-29 13:12:02.255
3,79;2019-07-30 13:07:28.91
3,7649;2019-07-31 13:02:35.129
3,8296;2019-08-01 13:07:45.977
3,8739;2019-08-02 13:10:31.723
3,9404;2019-08-05 13:07:35.977
3,9643;2019-08-06 13:08:30.747
3,985;2019-08-07 13:11:33.02
3,9409;2019-08-08 13:08:31.203
3,9362;2019-08-09 13:11:33.67
3,9966;2019-08-12 13:09:45.511
3,9736;2019-08-13 13:10:36.78
4,74;2019-08-14 13:03:36.417
4,188;2019-08-15 13:07:32.659
3,9933;2019-08-16 13:07:37.633
4,274;2019-08-19 13:09:34.29
4,425;2019-08-20 13:05:33.452
4,254;2019-08-21 13:06:56.801
4,444;2019-08-22 13:07:58.71
4,851;2019-08-23 13:03:40.234
4,1367;2019-08-26 13:11:38.608
4,1557;2019-08-27 13:06:31.644
4,1559;2019-08-28 13:04:33.577
4,168;2019-08-29 13:09:45.964
4,1385;2019-08-30 13:06:39.228
4,1581;2019-09-02 13:10:40.575
4,1657;2019-09-03 13:05:34.847
4,1249;2019-09-04 13:07:49.653
4,859;2019-09-05 13:08:45.272
4,65;2019-09-06 13:05:41.348
4,766;2019-09-09 13:10:40.723
4,1108;2019-09-10 13:11:40.259
4,631;2019-09-11 13:02:33.418
4,494;2019-09-12 13:08:35.864
4,616;2019-09-13 13:06:36.853
4,872;2019-09-16 13:04:39.901
4,998;2019-09-17 13:10:32.842
4,972;2019-09-18 13:10:47.836
4,1393;2019-09-19 13:08:35.568
4,1687;2019-09-20 13:08:37.472
4,1734;2019-09-23 13:11:42.21
4,1721;2019-09-24 13:07:08.372
4,1827;2019-09-25 13:10:01.22
4,1469;2019-09-26 13:09:34.075
4,1587;2019-09-27 13:08:51.782
4,1644;2019-09-30 13:02:55.944
4,174;2019-10-01 13:08:33.662
4,1546;2019-10-02 13:02:48.703
4,1012;2019-10-03 13:11:41.292
4,61;2019-10-04 13:04:35.207
4,688;2019-10-07 13:10:34.43
4,868;2019-10-08 13:02:31.686
4,954;2019-10-09 13:08:35.025
4,1145;2019-10-10 13:09:35.138
4,106;2019-10-11 13:02:39.429
4,1263;2019-10-14 13:03:44.914
4,1488;2019-10-15 13:09:38.123
4,1714;2019-10-16 13:04:01.79
4,1457;2019-10-17 13:08:38.733
4,1376;2019-10-18 13:09:37.206
4,1319;2019-10-21 13:09:38.032
4,858;2019-10-22 13:10:34.471
4,721;2019-10-23 13:04:41.305
4,89;2019-10-24 13:03:39.623
4,133;2019-10-25 13:10:32.932
3,9793;2019-10-28 13:07:35.456
3,9946;2019-10-29 13:03:33.12
4,186;2019-10-30 13:03:36.374
4,41;2019-10-31 13:08:45.496
3,9786;2019-11-01 13:08:58.001
3,9922;2019-11-04 13:03:31.543
4,43;2019-11-05 13:10:31.292
4,351;2019-11-06 13:05:35.675
4,927;2019-11-07 13:11:36.723
4,1365;2019-11-08 13:11:39.736
4,1559;2019-11-11 13:02:46.598
4,1756;2019-11-12 13:10:33.461
4,1767;2019-11-13 13:04:34.593
4,1831;2019-11-14 13:08:20.36
4,1827;2019-11-18 13:05:34.414
4,2084;2019-11-19 13:07:25.508
4,2037;2019-11-20 13:12:51.976
4,2012;2019-11-21 13:03:40.946
4,1832;2019-11-22 13:10:34.906
4,2089;2019-11-25 13:07:45.424
4,2559;2019-11-26 13:06:35.051
4,2602;2019-11-27 13:09:31.449
4,248;2019-11-28 13:05:40.116
4,224;2019-11-29 13:07:41.629
4,2261;2019-12-02 13:11:22.529
4,2008;2019-12-03 13:10:42.091
4,1926;2019-12-04 13:10:28.492
4,2136;2019-12-05 13:07:59.411
4,1783;2019-12-06 13:06:00.52
4,1503;2019-12-09 13:07:15.846
4,1427;2019-12-10 13:05:14.56
4,1153;2019-12-11 13:03:13.547
4,1092;2019-12-12 13:10:39.755
4,949;2019-12-13 13:06:05.033
4,801;2019-12-16 13:15:08.681
4,687;2019-12-17 13:12:11.158
4,548;2019-12-18 13:03:49.714
4,633;2019-12-19 13:09:56.245
4,777;2019-12-20 13:04:53.239
4,757;2019-12-23 13:04:48.847
4,813;2019-12-24 11:05:13.242
4,601;2019-12-26 13:10:22.686
4,545;2019-12-27 13:04:24.523
4,307;2019-12-30 13:10:15.159
4,307;2019-12-31 11:22:18.041
4,213;2020-01-02 13:11:10.762
4,522;2020-01-03 13:06:22.606
4,554;2020-01-06 13:03:22.271
4,841;2020-01-07 13:06:14.601
4,672;2020-01-08 13:03:56.075
4,744;2020-01-09 13:03:52.663
4,745;2020-01-10 13:10:19.927
4,1309;2020-01-13 13:15:38.695
4,1443;2020-01-14 13:02:47.919
4,1622;2020-01-15 13:10:59.957
4,1726;2020-01-16 13:04:37.351
4,1837;2020-01-17 13:09:30.096
4,1829;2020-01-20 13:09:02.871
4,2014;2020-01-21 13:27:18.065
4,1889;2020-01-22 13:08:04.695
4,1662;2020-01-23 13:08:34.201
4,1769;2020-01-24 13:05:24.087
4,2196;2020-01-27 13:08:38.846
4,2064;2020-01-28 13:06:50.714
4,2013;2020-01-29 13:07:33.896
4,2523;2020-01-30 13:02:39.338
4,2695;2020-01-31 13:10:35.372
4,2475;2020-02-03 13:09:28.141
4,2381;2020-02-04 13:04:20.446
4,2449;2020-02-05 13:11:41.541
4,2477;2020-02-06 13:05:35.389
4,3076;2020-02-07 13:10:22.152
4,3195;2020-02-10 13:11:54.282
4,3148;2020-02-11 13:05:32.491
4,3366;2020-02-12 13:04:06.668
4,3389;2020-02-13 13:03:19.33
4,3163;2020-02-14 13:08:03.668
4,3157;2020-02-17 13:11:27.747
4,3471;2020-02-18 13:09:26.62
4,3728;2020-02-19 13:08:44.995
4,3873;2020-02-20 13:08:28.652
4,3924;2020-02-21 13:09:36.995
4,4359;2020-02-26 15:42:42.037
4,4764;2020-02-27 13:07:20.618
4,4987;2020-02-28 13:02:27.207
4,4946;2020-03-02 13:05:37.087
4,4883;2020-03-03 13:06:38.231
4,5258;2020-03-04 13:05:28.14
4,6207;2020-03-05 13:08:18.942
4,6459;2020-03-06 13:06:46.785
4,7379;2020-03-09 13:03:51.869
4,6693;2020-03-10 13:10:44.443
4,6738;2020-03-11 13:09:36.99
4,8833;2020-03-12 13:04:43.137
4,7362;2020-03-13 13:11:29.534
4,9471;2020-03-16 13:08:35.261
5,496;2020-03-17 13:05:19.726
5,1107;2020-03-18 13:06:00.426
5,1444;2020-03-19 13:08:32.134
5,248;2020-03-20 13:03:05.621
5,805;2020-03-23 13:03:28.802
5,713;2020-03-24 13:10:59.458
5,706;2020-03-25 13:11:38.026
5,1;2020-03-26 13:05:39.872
5,1109;2020-03-27 13:10:27.606
5,1594;2020-03-30 13:07:22.267
5,1987;2020-03-31 13:12:19.577
5,2404;2020-04-01 13:08:11.547
5,2651;2020-04-02 13:08:04.984
5,2997;2020-04-03 13:09:31.865
5,2471;2020-04-06 13:07:49.742
5,2217;2020-04-07 13:05:36.466
5,2123;2020-04-08 13:05:36.604
5,779;2020-04-09 13:10:31.66
5,1824;2020-04-13 13:04:46.395
5,1858;2020-04-14 13:07:39.947
5,2579;2020-04-15 13:06:01.889
5,2377;2020-04-16 13:03:37.72
5,2573;2020-04-17 13:02:36.95
5,2837;2020-04-20 13:10:32.563
5,3847;2020-04-22 13:09:29.978
5,4467;2020-04-23 13:09:09.063
5,651;2020-04-24 13:06:58.058
5,6358;2020-04-27 13:04:33.185
5,5683;2020-04-28 13:06:32.627
5,4291;2020-04-29 13:09:28.218
5,427;2020-04-30 13:11:00.769
5,5816;2020-05-04 13:02:32.41
5,5354;2020-05-05 13:10:48.687
5,6676;2020-05-06 13:11:17.114
5,8365;2020-05-07 13:04:55.088
5,7653;2020-05-08 13:06:55.655
5,7954;2020-05-11 13:13:38.516
5,7723;2020-05-12 13:10:40.219
5,9022;2020-05-13 13:10:36.854
5,9372;2020-05-14 13:04:37.655
5,8229;2020-05-15 13:07:28.264
5,7375;2020-05-18 13:03:30.159
5,7216;2020-05-19 13:09:50.154
5,6968;2020-05-20 13:11:28.89
5,6019;2020-05-21 13:02:36.901
5,5808;2020-05-22 13:08:59.533
5,4772;2020-05-25 13:03:45.692
5,3707;2020-05-26 13:05:56.805
5,2992;2020-05-27 13:08:33.677
5,3405;2020-05-28 13:09:35.438
5,4263;2020-05-29 13:09:42.134
5,3639;2020-06-01 13:03:21.371
5,2601;2020-06-02 13:06:52.617
5,516;2020-06-03 13:02:35.192
5,1041;2020-06-04 13:03:53.971
4,9775;2020-06-05 13:06:27.773
4,9331;2020-06-08 13:06:31.934
4,9057;2020-06-09 13:02:31.177
4,8894;2020-06-10 13:04:28.222
5,373;2020-06-12 13:03:58.921
5,1883;2020-06-15 13:09:09.314
5,1285;2020-06-16 13:04:03.498
5,2499;2020-06-17 13:07:53.58
5,3468;2020-06-18 13:11:36.069
5,3466;2020-06-19 13:06:29.622
5,2226;2020-06-22 13:10:56.418
5,1705;2020-06-23 13:04:30.954
5,2435;2020-06-24 13:05:20.072
5,3287;2020-06-25 13:12:10.827
5,4629;2020-06-26 13:12:13.885
5,4416;2020-06-29 13:08:41.33
5,476;2020-06-30 13:10:29.186
5,3651;2020-07-01 13:08:47.349
5,3028;2020-07-02 13:02:37.304
5,3374;2020-07-03 13:04:44.338
5,3085;2020-07-06 13:06:42.122
5,3318;2020-07-07 13:03:21.6
5,3482;2020-07-08 13:02:44.173
5,2978;2020-07-09 13:02:26.634
5,344;2020-07-10 13:11:32.867
5,3486;2020-07-13 13:04:35.144
5,4288;2020-07-14 13:07:35.721
5,3491;2020-07-15 13:11:26.418
5,356;2020-07-16 13:02:58.404
5,351;2020-07-17 13:11:17.839
5,3635;2020-07-20 13:07:24.239
5,2283;2020-07-21 13:07:50.189
5,1111;2020-07-22 13:06:27.826
5,1647;2020-07-23 13:02:43.561
5,2146;2020-07-24 13:06:39.442
5,1889;2020-07-27 13:09:55.206
5,1777;2020-07-28 13:09:38.993
5,1395;2020-07-29 13:10:36.8
5,1837;2020-07-30 13:07:49.442
5,2033;2020-07-31 13:10:49.246
5,3075;2020-08-03 13:06:35.557
5,3329;2020-08-04 13:05:21.066
5,276;2020-08-05 13:11:16.14
5,3431;2020-08-06 13:07:56.769
5,4227;2020-08-07 13:04:36.795
5,3933;2020-08-10 13:06:31.55
5,4285;2020-08-11 13:06:57.356
5,4551;2020-08-12 13:08:37.572
5,3801;2020-08-13 13:03:41.053
5,3852;2020-08-14 13:04:46.426
5,4497;2020-08-17 13:04:25.011
5,4659;2020-08-18 13:10:27.29
5,4906;2020-08-19 13:04:18.066
5,651;2020-08-20 13:12:12.269
5,6064;2020-08-21 13:10:47.776
5,5954;2020-08-24 13:07:36.497
5,5997;2020-08-25 13:04:34.81
5,568;2020-08-26 13:09:12.058
5,5956;2020-08-27 13:03:22.308
5,4679;2020-08-28 13:03:36.552
5,4713;2020-08-31 13:09:40.474
5,3732;2020-09-01 13:03:53.605
5,3741;2020-09-02 13:11:38.411
5,3079;2020-09-03 13:07:19.456
5,2848;2020-09-04 13:12:57.959
5,3698;2020-09-08 13:03:52.111
5,3024;2020-09-09 13:07:44.623
5,2936;2020-09-10 13:08:00.643
5,2854;2020-09-11 13:03:47.944
5,2984;2020-09-14 13:11:26.344
5,2728;2020-09-15 13:05:23.52
5,2532;2020-09-16 13:07:28.885
5,2593;2020-09-17 13:08:53.951
5,2889;2020-09-18 13:07:46.211
5,444;2020-09-21 13:04:34.571
5,4329;2020-09-22 13:11:36.656
5,5311;2020-09-23 13:02:28.624
5,5714;2020-09-24 13:07:27.204
5,5667;2020-09-25 13:09:42.279
5,5858;2020-09-28 13:11:02.032
5,6528;2020-09-29 13:09:39.687
5,6407;2020-09-30 13:06:22.367
5,6441;2020-10-01 13:05:08.462
5,6464;2020-10-02 13:05:45.109
5,6299;2020-10-05 13:09:39.902
5,5205;2020-10-06 13:04:38.484
5,6018;2020-10-07 13:04:21.61
5,62;2020-10-08 13:08:20.208
5,5393;2020-10-09 13:10:18.779
5,5859;2020-10-13 13:08:38.848
5,5675;2020-10-14 13:05:44.348
5,6172;2020-10-15 13:04:30.297
5,6226;2020-10-16 13:04:22.018
5,6023;2020-10-19 13:10:55.868
5,583;2020-10-20 13:05:12.925
5,6006;2020-10-21 13:05:00.787
5,582;2020-10-22 13:11:47.821
5,612;2020-10-23 13:10:44.675
5,6328;2020-10-26 13:03:19.882
5,6491;2020-10-27 13:06:36.928
5,7325;2020-10-28 13:03:30.304
5,7803;2020-10-29 13:03:31.816
5,7718;2020-10-30 13:08:24.661
5,6895;2020-11-03 13:08:25.399
5,6932;2020-11-04 13:13:38.246
5,5624;2020-11-05 13:09:31.961
5,5313;2020-11-06 13:07:44.214
5,2821;2020-11-09 13:08:15.768
5,3696;2020-11-10 13:02:36.057
5,402;2020-11-11 13:04:31.235
5,4094;2020-11-12 13:07:25.979
5,4854;2020-11-13 13:04:35.653
5,4198;2020-11-16 13:11:21.917
5,3968;2020-11-17 13:04:24.262
5,2932;2020-11-18 13:02:46.462
5,333;2020-11-19 13:10:57.643
5,3505;2020-11-20 13:04:31.497
5,3828;2020-11-23 13:03:25.81
5,4037;2020-11-24 13:03:31.104
5,3508;2020-11-25 13:09:44.227
5,3201;2020-11-26 13:09:53.469
5,3494;2020-11-27 13:04:23.917
5,3317;2020-11-30 13:07:46.135
5,2789;2020-12-01 13:07:29.851
5,2267;2020-12-02 13:04:28.436
5,1625;2020-12-03 13:05:32.922
5,1706;2020-12-04 13:05:12.458
5,1018;2020-12-07 13:11:49.83
5,92;2020-12-08 13:07:00.766
5,1109;2020-12-09 13:10:25.198
5,852;2020-12-10 13:04:02.432
5,691;2020-12-11 13:09:43.711
5,578;2020-12-14 13:10:24.874
5,968;2020-12-15 13:07:49.009
5,1057;2020-12-16 13:09:38.167
5,612;2020-12-17 13:09:33.728
5,986;2020-12-18 13:11:24.831
5,1572;2020-12-21 13:09:51.624
5,1473;2020-12-22 13:09:47.694
5,174;2020-12-23 13:07:33.284
5,18;2020-12-24 11:05:27.743
5,239;2020-12-28 13:12:02.307
5,1942;2020-12-29 13:06:41.328
5,1967;2020-12-30 13:09:38.491
5,1967;2020-12-31 10:03:48.429
5,1626;2021-01-04 13:07:33.461
5,3269;2021-01-05 13:11:14.045
5,3182;2021-01-06 13:12:28.251
5,3433;2021-01-07 13:11:33.564
5,3683;2021-01-08 13:08:31.586
5,4966;2021-01-11 13:03:59.427
5,4637;2021-01-12 13:07:38.023
5,307;2021-01-13 13:03:31.966
5,2617;2021-01-14 13:05:07.348
5,2714;2021-01-15 13:02:58.513
